codigo_produto,descricaoproduto,codigo_familia,custo_produto_unitario
3035008,Elegant Bathroom Fixtures Purple #421,CS,138.29
3035009,Fun Bathroom Fixtures Teal #84,CS,138.29
3035012,Sophisticated Bathroom Fixtures Purple #198,CS,138.29
3035203,Useful Watches Cyan #2,CSF,201.6
3035204,Fun Watches White #410,CSF,201.6
3035303,Versatile Bathroom Fixtures Lime #661,CS,283.64
3035305,Luxurious Bathroom Fixtures Green #277,CS,283.64
3035306,Comfortable Bathroom Fixtures Navy #548,CS,283.64
3035502,Fun Bathroom Fixtures Yellow #958,CS,146.67
3035503,Long-Lasting Bathroom Fixtures Teal #370,CS,146.67
3037100,Eco-Friendly Bracelets Black #134,63,382.78
3037300,Sophisticated Bracelets Maroon #887,63,461.39
3042701,Comfortable Automotive Parts and Accessories Magenta #937,333,3673.27
3042807,Comfortable Bathroom Fixtures Blue #684,CS,261.82
3042808,High-Quality Bathroom Fixtures Purple #425,CS,261.82
3043002,Beautiful Sound Equipment Purple #499,CSMC,254.4
3043004,Useful Sound Equipment Brown #28,CSMC,254.4
3043006,Versatile Sound Equipment Cyan #481,CSMC,254.4
3043008,Versatile Sound Equipment Navy #771,CSMC,327.27
3043200,Long-Lasting Clothing Gold #683,130,6.48
3043201,Comfortable Clothing Gold #290,130,6.49
3043400,Long-Lasting Clothing Navy #775,130,12.02
3044100,Long-Lasting Electronics Lime #231,27,124.96
3044201,Powerful Household Goods Brown #371,1,199.67
3048900,Innovative Power Tools Pink #845,3333,9657.03
3050003,Useful Home Decor Purple #261,FR,30.76
3050200,Elegant Grocery Items Cyan #461,ELE,110.55
3051601,Comfortable Hobbies Olive #159,18,12.0
3051603,Delicious Hobbies Red #288,18,12.0
3052901,Delicious Tires and Wheels Blue #930,MCAT,86.15
3052902,Sophisticated Tires and Wheels Black #498,MCAT,86.15
3053002,Delicious Tires and Wheels Gold #773,MCAT,61.93
3053201,Long-Lasting Lighting Gray #907,17,14.81
3054501,Fun Home Decor Purple #573,FR,37.2
3054900,Modern Electronics Navy #335,27,149.6
3056100,Delicious Power Tools Magenta #428,3333,10904.51
3056900,Powerful Collectibles Lime #9,75,667.02
3058300,Practical Books Orange #37,26,65.39
3058712,Versatile Sound Equipment Green #144,CSMC,288.0
3058713,Innovative Sound Equipment Teal #229,CSMC,288.0
3060200,Comfortable Kitchenware Blue #310,150,98.0
3060300,Practical Kitchenware Maroon #31,150,92.0
3060400,Practical Beauty Products Cyan #49,35,78.01
3060800,Long-Lasting Health and Wellness Blue #812,DAL,3.15
3061800,Luxurious Video Games Magenta #732,HBE,47.16
3063300,Sustainable Video Games Pink #529,HBE,47.16
3064600,Useful Power Tools Red #766,3333,8900.0
3065000,Luxurious Books Red #19,26,147.23
3065701,Delicious Hand Tools Maroon #266,CAMF,52.37
3065704,Powerful Hand Tools Pink #573,CAMF,52.37
3065705,High-Quality Hand Tools Cyan #250,CAMF,52.37
3065710,Comfortable Hand Tools Green #689,CAMF,55.09
3065712,Stylish Hand Tools White #314,CAMF,55.09
3065714,Elegant Hand Tools Blue #621,CAMF,55.09
3065715,Useful Hand Tools Pink #605,CAMF,55.09
3065900,Elegant Hand Tools Olive #540,CAMF,54.72
3065901,Sustainable Hand Tools Lime #77,CAMF,54.72
3065902,Stylish Hand Tools Olive #558,CAMF,55.88
3065905,Long-Lasting Hand Tools White #966,CAMF,55.88
3065906,Durable Hand Tools Navy #665,CAMF,55.88
3065908,Powerful Hand Tools Black #911,CAMF,55.88
3065910,Delicious Hand Tools Black #871,CAMF,55.88
3065911,Useful Hand Tools Purple #859,CAMF,55.88
3065912,Practical Hand Tools Black #411,CAMF,55.88
3066000,Comfortable Hand Tools Gray #622,CAMF,52.37
3066001,Practical Hand Tools Purple #371,CAMF,52.37
3066002,Versatile Hand Tools Maroon #337,CAMF,52.37
3066003,Durable Hand Tools Orange #1000,CAMF,52.37
3066004,Modern Hand Tools Lime #329,CAMF,52.37
3066006,Beautiful Hand Tools Yellow #33,CAMF,52.37
3066008,Long-Lasting Hand Tools Gray #796,CAMF,54.72
3066009,Stylish Hand Tools Navy #824,CAMF,54.72
3066010,Modern Hand Tools Pink #830,CAMF,54.72
3066011,Sustainable Hand Tools White #646,CAMF,54.72
3066012,Stylish Hand Tools Red #473,CAMF,54.72
3066013,Stylish Hand Tools Orange #501,CAMF,54.73
3066101,Eco-Friendly Hand Tools Yellow #555,CAMF,43.91
3066103,Durable Hand Tools Navy #467,CAMF,43.91
3066105,Luxurious Hand Tools Blue #470,CAMF,43.91
3067200,Luxurious Lawn and Garden Supplies Navy #101,APDP,190.73
3067400,Sophisticated Video Games Magenta #213,CPOC,23.04
3067900,Beautiful Video Games Maroon #684,CPOC,23.89
3069200,Modern Outdoor Gear Green #763,60,34.05
3070200,High-Quality Outdoor Gear Olive #613,60,0.6
3071300,Versatile Hand Tools Silver #246,CAMF,50.34
3071302,Stylish Hand Tools Silver #84,CAMF,50.34
3071303,Modern Hand Tools Black #551,CAMF,50.34
3071401,Innovative Hand Tools Yellow #306,CAMF,41.52
3071402,Luxurious Hand Tools Red #360,CAMF,41.51
3071403,Elegant Hand Tools Gray #182,CAMF,41.51
3071405,Modern Hand Tools Teal #201,CAMF,41.51
3071406,Delicious Hand Tools Lime #536,CAMF,41.51
3071409,Powerful Hand Tools Gray #247,CAMF,36.62
3071411,Eco-Friendly Hand Tools Gray #589,CAMF,36.62
3076200,Durable Health and Wellness Pink #399,DAL,4.14
3076700,Sustainable Home Decor Gold #210,FR,40.05
3077100,Durable Kitchenware Magenta #797,150,72.0
3078500,Versatile Toys White #988,42,1204.63
3080500,Modern Health and Wellness Brown #355,DAL,16.46
3081700,Stylish Clothing Maroon #987,130,13.1
3082500,Luxurious Books Cyan #940,26,87.91
3084700,Long-Lasting Personal Care Brown #546,MSH,136.4
3086101,Powerful Wall Decor White #604,CRS,683.11
3087000,Sustainable Kitchenware Orange #741,150,88.42
3087300,Useful Hand Tools Purple #218,CAMF,48.7
3087304,Stylish Hand Tools Silver #923,CAMF,48.7
3087305,Stylish Hand Tools Maroon #734,CAMF,48.7
3087306,Powerful Hand Tools Gray #927,CAMF,48.7
3087308,Comfortable Hand Tools Olive #692,CAMF,48.7
3087310,Innovative Hand Tools Brown #627,CAMF,48.7
3087400,Practical Hand Tools Silver #876,CAMF,48.7
3087402,Versatile Hand Tools Gray #576,CAMF,48.7
3087403,Comfortable Hand Tools Maroon #896,CAMF,48.7
3087404,Beautiful Hand Tools Teal #625,CAMF,48.7
3087405,Practical Hand Tools Yellow #845,CAMF,48.7
3087500,Elegant Home Decor Black #886,FR,57.51
3088602,Powerful Furniture Gray #103,67,0.17
3090100,Modern Bracelets White #438,63,115.27
3090600,Stylish Office Supplies Blue #189,DLN,26.16
3090601,Comfortable Office Supplies Gold #278,DLN,26.16
3090602,Beautiful Office Supplies Silver #702,DLN,26.16
3090700,Elegant Movies Navy #1000,DMA,14.4
3091000,High-Quality Hand Tools Yellow #300,CAMF,51.2
3091001,Modern Hand Tools Navy #788,CAMF,51.22
3091002,Delicious Hand Tools Magenta #424,CAMF,51.22
3091004,Powerful Hand Tools Purple #435,CAMF,51.21
3091005,High-Quality Hand Tools Maroon #626,CAMF,51.22
3091006,Comfortable Hand Tools Pink #706,CAMF,51.22
3091800,High-Quality Kitchen Appliances Purple #616,CAE,2567.09
3093104,Delicious Jewelry White #937,CCOF,89.9
3093106,Sustainable Jewelry Blue #503,CCOF,89.9
3093107,Durable Jewelry Red #378,CCOF,89.9
3093111,Delicious Jewelry Orange #400,CCOF,89.9
3095902,Modern Sound Equipment White #9,CSMC,268.8
3095904,Practical Sound Equipment Gray #638,CSMC,268.8
3095907,Long-Lasting Sound Equipment Gold #638,CSMC,268.8
3095908,Innovative Sound Equipment Magenta #797,CSMC,349.1
3095910,Long-Lasting Sound Equipment Purple #842,CSMC,268.8
3095911,Innovative Sound Equipment Gold #317,CSMC,268.8
3095913,Durable Sound Equipment Olive #829,CSMC,268.8
3096900,Luxurious Home Appliances Purple #738,MMS,712.89
3102100,Sustainable Earrings Brown #164,22,108.3
3102600,Elegant Furniture Maroon #232,67,0.9
3104105,Beautiful Hand Tools Gray #223,CAMF,48.7
3104111,Powerful Hand Tools Black #666,CAMF,48.7
3104501,Comfortable Hand Tools Teal #539,CAMF,55.88
3104503,Sustainable Hand Tools Olive #67,CAMF,55.88
3104504,Sustainable Hand Tools Green #12,CAMF,55.88
3104608,Eco-Friendly Hand Tools Red #914,CAMF,52.37
3105302,Practical Building Materials Black #412,SCF,78.11
3105600,Comfortable Home Decor Brown #577,FR,38.59
3105601,Elegant Home Decor Blue #6,FR,38.59
3106600,Elegant Clothing Olive #399,130,10.33
3113700,Innovative Tools Gold #659,BB,22.63
3113800,Practical Tools Cyan #501,BB,12.18
3113900,Versatile Construction Equipment Cyan #26,DFM,24.0
3116200,Sophisticated Home Appliances Gray #720,MMS,887.58
400,High-Quality Bedding Magenta #374,74,0.7
15300,Luxurious Clothing Red #141,130,13.05
254800,Innovative Construction Equipment Brown #962,DFM,17.81
255100,Innovative Construction Equipment Blue #718,DFM,4.8
255900,Powerful Construction Equipment Maroon #954,DFM,16.1
275700,Elegant Furniture Red #513,67,0.41
292600,Powerful Flooring Yellow #936,AL,74.28
340300,Sustainable Books Gold #337,26,36.52
359500,Elegant Outdoor Gear Yellow #400,60,0.25
360500,Useful Home Decor Orange #695,FR,16.13
396200,Durable Mens Watches Maroon #637,69,0.11
396900,Luxurious Outdoor Gear Teal #678,60,11.81
400400,Delicious Home Decor Purple #511,FR,15.36
403900,Modern Grocery Items Cyan #499,ELE,76.8
405400,Useful Books Olive #821,49,64.15
406800,Powerful Sports Equipment Orange #142,MCT,46.98
406900,Useful Electronics White #454,27,187.49
410800,Sustainable Mens Watches Pink #271,69,0.11
410900,Sophisticated Mens Watches Red #90,69,0.16
411000,Sophisticated Mens Watches Navy #240,69,0.18
420900,Comfortable Mens Watches Brown #871,69,0.2
433000,Powerful Outdoor Gear Black #240,60,2.61
458400,Luxurious Movies Gold #656,DAV,6.74
468500,Luxurious Clothing Brown #164,130,76.18
470700,Long-Lasting Kitchenware Red #863,150,271.34
471100,Sophisticated Clothing Teal #792,130,16.77
479400,Innovative Clothing Olive #426,130,10.12
479500,Long-Lasting Clothing Magenta #646,130,31.82
479600,Durable Kitchenware Red #44,150,38.51
481400,Innovative Vehicle Accessories Yellow #433,CRM,371.05
497100,High-Quality Kitchenware Olive #296,150,49.07
503900,Fun Construction Equipment Pink #265,DFM,4.21
504000,Comfortable Outdoor Gear Teal #291,60,3.29
505500,Powerful Beverages Silver #955,38,159.32
507600,Stylish Clothing Orange #516,130,6.67
507700,Fun Clothing Black #940,130,19.1
507800,Sustainable Clothing Olive #743,130,16.93
508100,Comfortable Clothing Gold #387,130,23.22
508900,Practical Clothing Purple #775,130,54.32
509000,Luxurious Clothing White #696,130,20.78
511100,Fun Construction Equipment Brown #108,DFM,8.91
513600,Versatile Clothing Black #900,130,10.03
513700,Stylish Clothing Blue #265,130,11.31
513800,Useful Clothing Purple #900,130,20.82
518700,Beautiful Clothing Olive #322,130,12.04
519000,Useful Clothing Brown #370,130,27.42
519500,Comfortable Clothing Purple #32,130,33.4
519900,Sophisticated Clothing Red #836,130,28.77
528100,Useful Wall Decor Teal #563,CRS,467.07
528800,Sustainable Clothing Olive #796,130,23.54
531201,High-Quality Clothing Black #459,130,16.69
531202,Useful Clothing Yellow #611,130,11.55
533900,Fun Clothing Pink #490,130,55.61
538700,Practical Clothing Navy #594,130,33.94
544900,Comfortable Clothing Navy #637,130,32.13
546800,Versatile Productivity Purple #763,31,96.99
549600,Sustainable Clothing Black #589,130,30.54
550200,Comfortable Clothing Silver #378,130,38.84
554300,Elegant Kitchenware Brown #680,150,441.65
556800,High-Quality Clothing Pink #654,130,25.47
560200,Fun Bedding Gold #556,74,0.5
566500,Modern Clothing Magenta #601,130,23.01
569500,Useful Outdoor Gear Olive #307,60,54.26
569600,Delicious Outdoor Gear Maroon #603,60,23.98
583200,Powerful Clothing Purple #999,130,27.97
601400,Useful Productivity Pink #877,31,148.9
604800,Comfortable Clothing Black #769,130,26.97
608200,Innovative Mens Watches Olive #837,69,0.16
609800,Versatile Clothing Cyan #975,130,43.78
613900,Useful Books Gray #591,49,62.39
629900,Beautiful Bedding Gray #410,74,7.95
638701,Innovative Clothing Cyan #685,130,28.57
643200,Delicious Rings Blue #141,DLR,12.35
647400,Delicious Movies Teal #907,DMA,13.93
649000,Stylish Clothing Magenta #488,130,12.18
653500,Stylish Audiobooks Pink #789,33,342.5
658900,Stylish Clothing Yellow #952,130,28.88
661700,Versatile Household Goods Magenta #686,1,15.54
686200,Luxurious Clothing Magenta #21,130,20.14
691300,Modern Clothing Cyan #721,130,13.89
692300,Innovative Ebooks Navy #57,0,255.89
697900,Comfortable Clothing White #586,130,76.18
699600,Elegant Outdoor Gear Orange #698,60,1.67
704700,Innovative Clothing Red #117,130,17.93
706200,Practical Musical Instruments Blue #556,52,69.43
708400,Modern Lighting Green #978,17,34.86
716800,Eco-Friendly Clothing Blue #40,130,22.48
718000,Innovative Musical Accessories White #517,CBP,30.91
743700,Comfortable Furniture Navy #358,67,1.49
745600,Useful Furniture Orange #615,67,0.76
748500,Modern Furniture Navy #25,67,0.25
748600,Sophisticated Furniture Red #444,67,0.25
748700,Useful Furniture Magenta #73,67,0.32
749900,Long-Lasting Grocery Items Pink #590,ELE,114.68
751400,Comfortable Musical Accessories Green #179,CBP,55.28
751800,Elegant Outdoor Gear Navy #970,60,1.32
775400,High-Quality Musical Instruments Black #758,52,40.39
782700,Long-Lasting Electronics Green #731,27,129.97
783800,Sustainable Electronics Blue #485,27,133.42
784100,Stylish Electronics Magenta #764,27,133.42
784300,Innovative Electronics Red #159,27,128.75
784400,Eco-Friendly Electronics Maroon #322,27,133.42
785300,Powerful Books Navy #234,26,42.48
798800,Sustainable Clothing White #861,130,53.04
805200,Innovative Books Pink #506,26,59.1
806700,Modern Outdoor Gear White #524,60,7.39
815500,Luxurious Outdoor Gear Pink #470,60,61.6
828500,Sustainable Outdoor Gear Maroon #719,60,1.27
849900,Fun Books Yellow #329,26,40.14
853300,Long-Lasting Lighting Green #418,17,36.95
853500,Beautiful Lighting Pink #472,17,14.66
856600,Long-Lasting Mens Watches Red #773,69,13.99
864200,Sustainable Home Decor Magenta #549,FR,13.35
864300,Useful Home Decor Brown #551,FR,13.35
870000,Comfortable Books Lime #211,49,38.65
870400,Stylish Books White #755,49,38.65
870403,Luxurious Books Brown #226,49,38.65
870600,Beautiful Books Purple #696,49,38.65
889300,Luxurious Ebooks Lime #855,0,255.89
906700,Delicious Clothing Gold #724,130,18.45
915300,Elegant Bracelets Green #104,63,727.06
933700,Modern Food Blue #451,36,9.72
933800,Luxurious Food Purple #860,36,9.72
933900,Versatile Food Purple #400,36,9.72
934000,Delicious Food Orange #854,36,9.72
946800,Long-Lasting Electronics Blue #480,27,178.6
961900,Practical Automotive Parts and Accessories Yellow #187,333,1941.15
966900,Useful Books Maroon #590,26,159.87
971000,Delicious Outdoor Gear White #429,60,12.37
981400,High-Quality Electronics Pink #977,27,165.87
985300,Practical Electronics Navy #139,27,165.87
985400,Luxurious Electronics Orange #653,27,160.06
985700,Eco-Friendly Electronics Silver #994,27,178.61
985800,Versatile Electronics Yellow #975,27,178.6
986600,Versatile Tires and Wheels Brown #754,MCAT,83.6
986700,Durable Tires and Wheels Yellow #282,MCAT,83.6
986800,Practical Tires and Wheels Yellow #215,MCAT,55.73
986900,Luxurious Tires and Wheels Gold #793,MCAT,83.6
987100,Fun Tires and Wheels Lime #959,MCAT,77.54
987200,High-Quality Tires and Wheels Lime #645,MCAT,77.54
994900,Beautiful Sports Equipment Gray #571,MCT,74.15
995000,Powerful Sports Equipment Gray #442,MCT,74.15
995300,Powerful Sports Equipment Pink #559,MCT,74.15
995500,Versatile Sports Equipment Gray #867,MCT,74.15
995700,Eco-Friendly Sports Equipment Olive #636,MCT,74.15
995800,Comfortable Sports Equipment Orange #753,MCT,74.15
996000,Delicious Sports Equipment Purple #700,MCT,74.15
996100,Versatile Sports Equipment Pink #782,MCT,74.15
996700,Delicious Sports Equipment Teal #772,MCT,45.63
996800,Modern Sports Equipment Pink #91,MCT,45.63
997100,Useful Sports Equipment Orange #403,MCT,45.63
997102,Eco-Friendly Sports Equipment Gold #883,MCT,45.63
997103,Versatile Sports Equipment Teal #480,MCT,45.63
997500,Stylish Sports Equipment Blue #944,MCT,45.63
1002700,Versatile Musical Accessories Yellow #374,CBP,79.76
1002701,Sustainable Musical Accessories Olive #608,CBP,43.82
1003400,Practical Musical Instruments Blue #873,52,36.96
1003500,Durable Ebooks Magenta #498,0,255.84
1003600,Practical Ebooks Green #845,0,255.84
1003700,Elegant Marine Supplies Pink #268,FXA,106.53
1003900,Stylish Marine Supplies Olive #765,FXA,135.26
1004000,Long-Lasting Marine Supplies Brown #40,FXA,151.23
1006500,Sophisticated Clothing Yellow #812,130,67.49
1011000,Durable Outdoor Gear Red #503,60,1.05
1014000,Eco-Friendly Outdoor Gear Purple #803,60,1.11
1020200,Practical Mens Watches White #177,69,0.23
1021600,Sophisticated Marine Supplies Pink #440,FXA,89.19
1024900,Eco-Friendly Streaming Services Gold #558,ENT,113.37
1032300,Stylish Bedding Maroon #725,74,15.77
1036300,Delicious Marine Supplies Green #707,FXA,62.81
1048700,High-Quality Flooring Lime #844,AL,66.13
1048800,Eco-Friendly Flooring Pink #560,AL,74.68
1051600,Stylish Audiobooks Silver #546,33,380.18
1066700,Stylish Arts and Crafts Gray #69,190,39.97
1067600,Stylish Arts and Crafts Gray #204,190,13.67
1069100,Stylish Arts and Crafts White #403,190,10.42
1077600,Innovative Electronics Navy #620,27,180.93
1080100,Innovative Ebooks White #966,0,249.13
1084000,High-Quality Electronics Cyan #780,27,165.87
1085300,Durable Electronics Silver #829,27,158.88
1085507,Modern Electronics Yellow #217,27,122.51
1085510,Luxurious Electronics Blue #770,27,134.62
1085600,Luxurious Electronics Blue #506,27,189.02
1085601,Useful Electronics Navy #297,27,175.36
1085602,Modern Electronics Yellow #363,27,175.36
1085603,Long-Lasting Electronics Black #565,27,158.7
1085604,Modern Electronics Lime #800,27,158.7
1085608,Stylish Electronics Maroon #959,27,144.41
1085610,Versatile Electronics White #500,27,144.42
1085700,Durable Electronics Orange #390,27,189.03
1085800,Long-Lasting Electronics Pink #151,27,171.07
1085803,Versatile Electronics Navy #487,27,182.42
1085900,Beautiful Electronics Lime #188,27,171.07
1086302,Versatile Electronics Navy #825,27,141.5
1090900,Eco-Friendly Books Blue #271,49,102.87
1094700,Fun Automotive Parts and Accessories White #162,333,971.85
1105000,Versatile Rings Yellow #357,DLR,15.19
1107000,Modern Furniture Gray #800,67,0.22
1112300,Sophisticated Outdoor Gear Green #863,60,12.37
1115800,Sustainable Sports Equipment Magenta #881,MCT,46.97
1116000,Fun Sports Equipment Maroon #723,MCT,37.95
1122300,Sustainable Creativity Silver #716,DESA,12.96
1122400,Versatile Creativity Magenta #911,DESA,15.09
1124100,Long-Lasting Furniture Magenta #658,67,0.35
1125800,Luxurious Arts and Crafts Lime #691,190,11.88
1125900,Fun Arts and Crafts Yellow #861,190,52.8
1126000,Innovative Arts and Crafts Silver #599,190,13.07
1126200,Modern Arts and Crafts Silver #912,190,13.07
1126201,Beautiful Arts and Crafts Cyan #947,190,13.07
1126800,Stylish Arts and Crafts Purple #167,190,51.74
1126900,Elegant Arts and Crafts Brown #63,190,32.58
1140000,Stylish Books Orange #551,49,64.15
1140100,High-Quality Books Navy #104,49,64.15
1140300,High-Quality Books Purple #388,49,69.43
1145800,Powerful Home Appliances Olive #738,MMS,568.15
1146000,Long-Lasting Home Appliances Green #390,MMS,581.08
1147400,Durable Household Goods Pink #30,1,25.27
1147500,Powerful Household Goods Magenta #287,1,25.27
1148200,Durable Beauty Products Silver #147,35,25.9
1148300,Innovative Beauty Products Green #604,35,25.9
1148400,Powerful Beauty Products Brown #899,35,25.9
1149000,High-Quality Beauty Products White #343,35,16.26
1153400,Versatile Audiobooks Gold #757,33,404.77
1161100,Elegant Automotive Parts and Accessories Maroon #662,333,1257.71
1162400,Useful Automotive Parts and Accessories Purple #961,333,1390.0
1162600,High-Quality Automotive Parts and Accessories Black #766,333,1177.44
1164000,Stylish Jewelry Pink #615,CR,1818.91
1165800,Elegant Creativity Magenta #776,DESA,15.24
1177100,Luxurious Home Decor Silver #339,FR,10.78
1177200,Sophisticated Home Decor Teal #428,FR,10.27
1177300,Sophisticated Home Decor Brown #84,FR,10.78
1178300,Practical Jewelry Purple #82,CR,1606.57
1178600,Beautiful Jewelry Magenta #738,CR,2022.61
1183000,Innovative Automotive Parts and Accessories Yellow #877,333,1390.0
1183200,Sophisticated Hobbies Maroon #626,18,65.89
1183300,Sustainable Hobbies Red #960,18,65.9
1192500,Long-Lasting Jewelry Maroon #77,CR,2123.74
1197200,Practical Vehicle Accessories Yellow #414,CRM,1884.47
1197300,Innovative Video Games Magenta #417,HBE,18.0
1202100,Innovative Household Goods Pink #300,1,54.04
1202300,Useful Household Goods Lime #689,1,222.89
1224500,Useful Consoles Lime #484,CBE,1428.27
1232800,Powerful Home Decor Yellow #919,FR,37.01
1232900,Sophisticated Home Decor Purple #503,FR,37.01
1233000,High-Quality Home Decor Yellow #456,FR,37.01
1242600,Practical Video Games Yellow #856,HBE,23.67
1243400,Luxurious Software Pink #838,036,32.14
1244100,Stylish Creativity Purple #667,DESA,9.99
1247400,Delicious Software Yellow #993,036,77.13
1250500,Luxurious Outdoor Gear Cyan #313,60,1.16
1254301,Durable Automotive Parts and Accessories Olive #78,333,2075.0
1272800,Long-Lasting Electronics Gray #965,27,110.48
1296200,Powerful Sports Equipment Brown #1000,MCT,79.16
1296201,Eco-Friendly Sports Equipment Orange #26,MCT,113.95
1296500,Modern Sports Equipment Red #568,MCT,156.24
1296900,Sophisticated Electronics Gray #833,27,189.36
1297100,Versatile Electronics Brown #290,27,157.46
1297600,Beautiful Electronics Orange #211,27,99.14
1297800,Durable Electronics Pink #803,27,206.64
1298300,Practical Electronics Red #256,27,238.32
1298400,Comfortable Electronics Maroon #483,27,207.36
1298700,Comfortable Sports Equipment Olive #26,MCT,120.43
1298900,Durable Sports Equipment Black #535,MCT,139.71
1299200,Versatile Sports Equipment Magenta #601,MCT,130.92
1299300,Innovative Sports Equipment Silver #307,MCT,198.72
1299500,High-Quality Electronics Red #414,27,145.56
1299600,Durable Electronics Pink #452,27,145.56
1299700,Long-Lasting Electronics Gray #486,27,185.04
1309800,Luxurious Sports Equipment Silver #233,MCT,42.28
1324800,Useful Electronics Orange #477,27,149.27
1325300,Useful Electronics Cyan #787,27,276.48
1339700,Sustainable Video Games Black #120,HBE,9.35
1350100,Versatile Software Red #296,OTMO,127.12
1360100,Comfortable Video Games Cyan #642,CPOC,15.0
1365600,Elegant Toys Maroon #849,42,1872.04
1366600,Comfortable Arts and Crafts Magenta #205,190,19.98
1377700,Fun Household Goods Blue #254,1,20.57
1377702,Durable Household Goods Purple #567,1,20.57
1377705,Sustainable Household Goods Navy #930,1,26.76
1377900,Delicious Household Goods Black #510,1,20.57
1382200,Durable Automotive Parts and Accessories Navy #364,333,2051.8
1397900,Stylish Collectibles Purple #252,75,62.44
1399400,Innovative Health and Wellness Pink #623,DAL,7.21
1399600,Eco-Friendly Health and Wellness Cyan #49,DAL,7.53
1401900,Luxurious Household Goods Olive #84,1,20.57
1410600,Powerful Entertainment Olive #113,DET,39.6
1412600,Useful Rings Lime #720,DLR,8.2
1412700,Long-Lasting Rings White #315,DLR,5.83
1413600,High-Quality Food Green #113,36,58.84
1413607,Sophisticated Food Silver #232,36,36.78
1414000,Long-Lasting Flooring Lime #247,AL,25.55
1416000,High-Quality Video Games Gray #268,HBE,23.66
1418001,Modern Electronics Purple #896,27,78.32
1418900,Beautiful Electronics Yellow #229,27,121.44
1419900,Delicious Electronics Gray #137,27,115.28
1420000,Stylish Electronics Olive #920,27,110.88
1420100,Powerful Electronics Pink #110,27,115.28
1420300,Durable Electronics Silver #341,27,158.4
1423400,Fun Arts and Crafts Purple #958,190,9.12
1423401,Delicious Arts and Crafts Orange #112,190,9.12
1423402,Beautiful Arts and Crafts Maroon #307,190,9.12
1426000,Sophisticated Electronics White #206,27,189.03
1426100,Elegant Electronics Green #121,27,158.88
1426300,Long-Lasting Electronics Olive #259,27,158.88
1426400,Fun Electronics Brown #972,27,158.87
1427000,Luxurious Electronics Silver #675,27,158.4
1427500,Practical Electronics Gold #980,27,122.32
1427800,Long-Lasting Electronics Red #937,27,115.28
1428400,High-Quality Household Goods Maroon #489,1,410.44
1429300,Modern Household Goods Lime #878,1,138.67
1430000,High-Quality Household Goods Navy #588,1,140.59
1432100,Innovative Electronics Lime #165,27,185.04
1433100,Practical Automotive Parts and Accessories Orange #80,333,971.55
1435000,Long-Lasting Video Games Orange #438,HBE,30.13
1435100,Sophisticated Video Games White #395,HBE,23.94
1435101,Comfortable Video Games Navy #912,HBE,23.94
1442700,Elegant Arts and Crafts Brown #321,190,9.12
1445600,Innovative Food White #557,36,14.06
1453100,Modern Rings Orange #503,DLR,68.78
1456702,Eco-Friendly Electronics Orange #447,27,110.48
1456801,Durable Electronics Red #10,27,133.42
1456802,Luxurious Electronics Orange #978,27,146.62
1460600,High-Quality Marine Supplies Maroon #24,FXA,109.36
1460700,Fun Marine Supplies Red #327,FXA,123.99
1462200,Luxurious Earrings Lime #921,22,155.55
1469500,Sustainable Clothing Orange #943,130,10.09
1470500,Versatile Streaming Services Purple #926,ENT,117.37
1471900,Useful Electronics Red #143,27,203.54
1474400,Luxurious Sports Equipment Red #437,MCT,100.8
1475801,Useful Software Gold #343,OTMO,208.24
1475900,Practical Software Orange #171,OTMO,160.43
1476600,Long-Lasting Arts and Crafts Orange #48,190,16.16
1484200,Innovative Electronics Maroon #726,27,245.52
1484500,Versatile Arts and Crafts Blue #992,190,9.12
1487600,Durable Consoles Olive #286,CBE,325.1
1490200,Versatile Consoles Cyan #854,CBE,698.28
1500700,Delicious Electronics Yellow #491,27,123.26
1531200,Luxurious Sports Equipment Olive #737,MCT,108.0
1543500,Stylish Sports Equipment White #294,MCT,79.16
1544100,Fun Food Teal #495,36,27.12
1544101,Practical Food Red #72,36,27.12
1544102,Elegant Food Lime #928,36,27.12
1545501,Luxurious Electronics Silver #719,27,153.27
1545503,Durable Electronics Teal #393,27,178.61
1547200,Practical Household Goods Brown #516,1,162.15
1550600,Fun Software Brown #459,036,14.45
1559800,Eco-Friendly Household Goods Lime #825,1,140.59
1560100,Elegant Automotive Repair Green #251,DMR,1.6
1562400,Practical Software Brown #397,036,13.61
1564700,Innovative Books Gold #280,26,98.42
1566300,Comfortable Books Olive #201,49,42.15
1567000,Sophisticated Video Games Teal #493,CPOC,31.19
1567100,Luxurious Video Games Navy #492,CPOC,33.18
1567200,Long-Lasting Rings White #713,DLR,59.9
1567400,Innovative Food White #160,36,27.12
1573500,Versatile Sports Equipment Magenta #487,MCT,80.8
1573900,Useful Sports Equipment Gray #515,MCT,92.31
1574800,Practical Sports Equipment Magenta #808,MCT,110.16
1575500,Versatile Electronics Teal #951,27,118.78
1578300,Comfortable Electronics Pink #87,27,245.52
1578306,Durable Electronics Gold #207,27,160.4
1578700,Durable Electronics Olive #104,27,190.19
1578800,Beautiful Electronics Olive #725,27,211.13
1579100,Stylish Electronics Yellow #957,27,155.6
1581400,Durable Software Orange #790,OTMO,208.24
1582300,Practical Construction Equipment Cyan #469,DFM,24.13
1608500,Elegant Video Games Purple #617,CPOC,31.11
1645000,Sustainable Software Olive #407,036,39.71
1645100,Luxurious Tools Black #476,BB,207.86
