codigo_produto,valor_monetario_total,quantidade,codigo_familia,custo_produto_unitario,descricaoproduto,descricaofamilia,lucro_produto
2644806,3281.45,8,CS,196.37,Delicious Bathroom Fixtures Green #14,Bathroom Fixtures,1710.4899999999998
2644808,1805.3,4,CS,174.55,Practical Bathroom Fixtures Teal #454,Bathroom Fixtures,1107.1
2644809,2618.91,6,CS,196.37,Elegant Bathroom Fixtures Lime #85,Bathroom Fixtures,1440.6899999999998
2644810,7059.2699999999995,18,CS,196.37,Fun Bathroom Fixtures Navy #124,Bathroom Fixtures,3524.6099999999997
2644811,7009.139999999999,16,CS,196.37,Beautiful Bathroom Fixtures Blue #981,Bathroom Fixtures,3867.2199999999993
2644812,6515.639999999999,15,CS,196.37,Durable Bathroom Fixtures Magenta #962,Bathroom Fixtures,3570.0899999999992
2644813,2153.2,5,CS,196.37,Eco-Friendly Bathroom Fixtures Brown #439,Bathroom Fixtures,1171.35
2644814,3425.7599999999998,8,CS,196.37,Delicious Bathroom Fixtures Silver #436,Bathroom Fixtures,1854.7999999999997
2644815,394.9,1,CS,196.35,Delicious Bathroom Fixtures Silver #957,Bathroom Fixtures,198.54999999999998
2644817,1701.6,4,CS,196.37,Long-Lasting Bathroom Fixtures Green #147,Bathroom Fixtures,916.1199999999999
2644818,2558.6,6,CS,196.37,Powerful Bathroom Fixtures Lime #316,Bathroom Fixtures,1380.3799999999999
2644819,2036.51,5,CS,196.37,Elegant Bathroom Fixtures Gold #877,Bathroom Fixtures,1054.6599999999999
2644820,1287.53,3,CS,196.37,Durable Bathroom Fixtures Teal #373,Bathroom Fixtures,698.42
2644821,261.6,1,CS,196.35,Sophisticated Bathroom Fixtures Teal #358,Bathroom Fixtures,65.25000000000003
2644900,2031.4,6,CS,152.73,Beautiful Bathroom Fixtures Silver #154,Bathroom Fixtures,1115.0200000000002
2644901,1338.9,4,CS,152.73,Comfortable Bathroom Fixtures Purple #479,Bathroom Fixtures,727.9800000000001
2644902,358.9,1,CS,152.73,Innovative Bathroom Fixtures Blue #900,Bathroom Fixtures,206.17
2644903,2082.95,6,CS,152.73,Long-Lasting Bathroom Fixtures Cyan #752,Bathroom Fixtures,1166.57
2644904,698.9,2,CS,152.73,Eco-Friendly Bathroom Fixtures Brown #776,Bathroom Fixtures,393.44
2644905,1038.28,3,CS,152.73,Fun Bathroom Fixtures Yellow #212,Bathroom Fixtures,580.09
2644906,717.8,2,CS,152.73,Stylish Bathroom Fixtures Teal #686,Bathroom Fixtures,412.34
2644908,1737.95,5,CS,152.73,Comfortable Bathroom Fixtures Olive #505,Bathroom Fixtures,974.3000000000001
2644909,3170.0,9,CS,152.73,Practical Bathroom Fixtures Purple #911,Bathroom Fixtures,1795.43
2644910,3144.25,9,CS,152.73,Eco-Friendly Bathroom Fixtures Magenta #912,Bathroom Fixtures,1769.68
2644911,4078.77,12,CS,152.73,Long-Lasting Bathroom Fixtures Brown #999,Bathroom Fixtures,2246.01
2644912,1327.8,4,CS,152.73,Stylish Bathroom Fixtures Cyan #716,Bathroom Fixtures,716.88
2644913,4181.04,12,CS,152.73,Sophisticated Bathroom Fixtures Orange #257,Bathroom Fixtures,2348.28
2644914,1020.86,3,CS,152.73,Innovative Bathroom Fixtures Magenta #298,Bathroom Fixtures,562.6700000000001
2645200,299.9,1,CS,152.73,Useful Bathroom Fixtures Magenta #607,Bathroom Fixtures,147.17
2645201,599.8,2,CS,152.73,Practical Bathroom Fixtures Purple #217,Bathroom Fixtures,294.34
2645202,640.8499999999999,2,CS,152.73,Comfortable Bathroom Fixtures Maroon #997,Bathroom Fixtures,335.38999999999993
2645203,599.8,2,CS,152.73,Luxurious Bathroom Fixtures Magenta #722,Bathroom Fixtures,294.34
2645205,599.8,2,CS,152.73,Delicious Bathroom Fixtures Navy #111,Bathroom Fixtures,294.34
2645400,717.8,2,CS,152.73,Useful Bathroom Fixtures Green #631,Bathroom Fixtures,412.34
2645401,1331.6999999999998,4,CS,152.73,Sustainable Bathroom Fixtures Magenta #241,Bathroom Fixtures,720.7799999999999
2645402,1392.8,4,CS,152.73,Stylish Bathroom Fixtures Navy #729,Bathroom Fixtures,781.88
2645403,2074.7,6,CS,152.73,Practical Bathroom Fixtures Maroon #502,Bathroom Fixtures,1158.32
2645404,1416.6999999999998,4,CS,152.73,Beautiful Bathroom Fixtures Purple #396,Bathroom Fixtures,805.7799999999999
2645405,1076.6999999999998,3,CS,152.73,Delicious Bathroom Fixtures Lime #632,Bathroom Fixtures,618.5099999999999
2645407,1217.58,4,CS,152.73,Stylish Bathroom Fixtures Gray #126,Bathroom Fixtures,606.66
2645408,1776.55,5,CS,152.73,Beautiful Bathroom Fixtures Teal #400,Bathroom Fixtures,1012.9
2645409,358.9,1,CS,152.73,Sustainable Bathroom Fixtures Olive #95,Bathroom Fixtures,206.17
2645410,1057.8,3,CS,152.73,Beautiful Bathroom Fixtures Brown #402,Bathroom Fixtures,599.61
2645411,698.9,2,CS,152.73,Sophisticated Bathroom Fixtures Black #912,Bathroom Fixtures,393.44
2645412,966.8,3,CS,152.73,Luxurious Bathroom Fixtures Purple #605,Bathroom Fixtures,508.61
2645413,340.0,1,CS,152.73,Eco-Friendly Bathroom Fixtures Gold #504,Bathroom Fixtures,187.27
2737400,2739.31,7,CS,165.82,Comfortable Bathroom Fixtures Cyan #339,Bathroom Fixtures,1578.57
2737401,4977.86,13,CS,165.82,Comfortable Bathroom Fixtures Brown #364,Bathroom Fixtures,2822.2
2737402,7363.65,19,CS,174.55,Comfortable Bathroom Fixtures Blue #30,Bathroom Fixtures,4047.1999999999994
2737403,9531.21,25,CS,174.55,Durable Bathroom Fixtures Pink #177,Bathroom Fixtures,5167.459999999999
2737404,5876.29,15,CS,174.55,Modern Bathroom Fixtures Navy #495,Bathroom Fixtures,3258.04
2737405,4255.0,11,CS,165.82,Fun Bathroom Fixtures Lime #113,Bathroom Fixtures,2430.98
2737406,350.0,1,CS,174.55,Fun Bathroom Fixtures White #337,Bathroom Fixtures,175.45
2737407,5647.0,14,CS,192.0,Sophisticated Bathroom Fixtures Gold #273,Bathroom Fixtures,2959.0
2737408,12426.21,31,CS,192.0,Practical Bathroom Fixtures Red #215,Bathroom Fixtures,6474.209999999999
2737409,11527.36,28,CS,192.0,Useful Bathroom Fixtures Maroon #665,Bathroom Fixtures,6151.360000000001
2737410,10562.93,27,CS,192.0,Comfortable Bathroom Fixtures Brown #583,Bathroom Fixtures,5378.93
2737411,9676.8,23,CS,192.0,Fun Bathroom Fixtures Purple #163,Bathroom Fixtures,5260.799999999999
2737412,6766.05,17,CS,192.0,Eco-Friendly Bathroom Fixtures Yellow #636,Bathroom Fixtures,3502.05
2737413,1539.48,4,CS,165.82,Modern Bathroom Fixtures Brown #685,Bathroom Fixtures,876.2
2737414,1199.5,3,CS,220.8,Luxurious Bathroom Fixtures Gray #267,Bathroom Fixtures,537.0999999999999
2737415,5287.05,13,CS,165.82,Durable Bathroom Fixtures Silver #452,Bathroom Fixtures,3131.3900000000003
2737416,7243.28,18,CS,192.0,Long-Lasting Bathroom Fixtures Navy #528,Bathroom Fixtures,3787.2799999999997
2737417,7051.01,18,CS,192.0,Sustainable Bathroom Fixtures Green #216,Bathroom Fixtures,3595.01
2737418,7329.27,19,CS,165.82,Delicious Bathroom Fixtures Yellow #687,Bathroom Fixtures,4178.6900000000005
2737419,3116.8,8,CS,165.82,Luxurious Bathroom Fixtures Yellow #396,Bathroom Fixtures,1790.2400000000002
2737420,4984.67,13,CS,165.82,High-Quality Bathroom Fixtures Silver #565,Bathroom Fixtures,2829.01
2737421,1891.8400000000001,5,CS,165.82,Modern Bathroom Fixtures Lime #593,Bathroom Fixtures,1062.7400000000002
2737422,720.0,2,CS,174.55,Modern Bathroom Fixtures Lime #590,Bathroom Fixtures,370.9
2737423,5871.0199999999995,16,CS,167.62,Beautiful Bathroom Fixtures Purple #494,Bathroom Fixtures,3189.0999999999995
2737424,8958.029999999999,24,CS,159.25,High-Quality Bathroom Fixtures Pink #786,Bathroom Fixtures,5136.029999999999
2737425,19647.329999999998,53,CS,159.25,Sustainable Bathroom Fixtures Magenta #355,Bathroom Fixtures,11207.079999999998
2737426,16751.73,45,CS,159.25,Durable Bathroom Fixtures Brown #838,Bathroom Fixtures,9585.48
2737427,16671.76,45,CS,159.25,Powerful Bathroom Fixtures Black #886,Bathroom Fixtures,9505.509999999998
2737428,8436.619999999999,23,CS,159.25,Delicious Bathroom Fixtures Orange #169,Bathroom Fixtures,4773.869999999999
2737429,4066.69,11,CS,159.25,Sophisticated Bathroom Fixtures Navy #814,Bathroom Fixtures,2314.94
2737500,3316.5,9,CS,174.55,Modern Bathroom Fixtures Pink #753,Bathroom Fixtures,1745.55
2737501,5732.7,15,CS,174.55,Practical Bathroom Fixtures Green #102,Bathroom Fixtures,3114.45
2737502,6999.0,18,CS,174.55,Stylish Bathroom Fixtures Brown #783,Bathroom Fixtures,3857.1
2737503,6318.5,16,CS,174.55,Stylish Bathroom Fixtures Red #192,Bathroom Fixtures,3525.7
2737504,5479.48,14,CS,174.55,Sustainable Bathroom Fixtures Teal #344,Bathroom Fixtures,3035.7799999999993
2737505,2795.7,7,CS,174.55,Versatile Bathroom Fixtures Olive #561,Bathroom Fixtures,1573.8499999999997
2737506,2322.7,6,CS,174.55,Modern Bathroom Fixtures Black #619,Bathroom Fixtures,1275.3999999999996
2737600,2751.96,9,CS,130.91,Stylish Bathroom Fixtures Teal #966,Bathroom Fixtures,1573.77
2737601,8386.939999999999,28,CS,130.91,Eco-Friendly Bathroom Fixtures Cyan #904,Bathroom Fixtures,4721.459999999999
2737602,6484.0199999999995,22,CS,139.64,High-Quality Bathroom Fixtures Maroon #781,Bathroom Fixtures,3411.9399999999996
2737603,18060.6,61,CS,139.64,Comfortable Bathroom Fixtures Yellow #846,Bathroom Fixtures,9542.56
2737604,21036.989999999998,71,CS,139.64,Fun Bathroom Fixtures Red #724,Bathroom Fixtures,11122.55
2737605,6713.83,23,CS,139.64,Eco-Friendly Bathroom Fixtures Brown #7,Bathroom Fixtures,3502.11
2737606,2303.7,8,CS,139.64,Fun Bathroom Fixtures Magenta #587,Bathroom Fixtures,1186.58
2737607,2173.2,7,CS,130.91,Luxurious Bathroom Fixtures Pink #81,Bathroom Fixtures,1256.83
2737608,5664.860000000001,18,CS,130.91,Fun Bathroom Fixtures Silver #770,Bathroom Fixtures,3308.4800000000005
2737609,7579.04,24,CS,139.64,Beautiful Bathroom Fixtures Navy #259,Bathroom Fixtures,4227.68
2737610,10961.890000000001,35,CS,139.64,Elegant Bathroom Fixtures Gray #677,Bathroom Fixtures,6074.490000000002
2737611,7210.8,23,CS,139.64,Fun Bathroom Fixtures Teal #677,Bathroom Fixtures,3999.0800000000004
2737612,4693.1,15,CS,130.91,Luxurious Bathroom Fixtures Lime #331,Bathroom Fixtures,2729.4500000000007
2737613,1545.3000000000002,5,CS,130.91,Beautiful Bathroom Fixtures Blue #379,Bathroom Fixtures,890.7500000000002
2738000,6377.75,15,CS,196.37,Sustainable Bathroom Fixtures Silver #531,Bathroom Fixtures,3432.2
2738001,13700.699999999999,32,CS,196.37,Practical Bathroom Fixtures Black #828,Bathroom Fixtures,7416.859999999999
2738002,10733.119999999999,25,CS,196.37,Beautiful Bathroom Fixtures Green #215,Bathroom Fixtures,5823.869999999999
2738003,11309.8,26,CS,196.37,Powerful Bathroom Fixtures Cyan #13,Bathroom Fixtures,6204.179999999999
2738004,5551.69,13,CS,196.37,Useful Bathroom Fixtures Olive #149,Bathroom Fixtures,2998.8799999999997
2738005,4296.5599999999995,10,CS,196.37,Fun Bathroom Fixtures Brown #377,Bathroom Fixtures,2332.8599999999997
2738006,1692.8,4,CS,196.37,Beautiful Bathroom Fixtures Magenta #95,Bathroom Fixtures,907.3199999999999
2738008,4266.83,10,CS,196.37,Fun Bathroom Fixtures Teal #886,Bathroom Fixtures,2303.13
2738009,8124.15,18,CS,196.37,Sophisticated Bathroom Fixtures Navy #61,Bathroom Fixtures,4589.49
2738010,6620.87,15,CS,196.37,Sophisticated Bathroom Fixtures Green #514,Bathroom Fixtures,3675.3199999999997
2738011,14750.5,34,CS,196.37,Versatile Bathroom Fixtures Brown #609,Bathroom Fixtures,8073.92
2738012,16258.32,36,CS,196.37,Powerful Bathroom Fixtures Blue #369,Bathroom Fixtures,9189.0
2738013,5288.55,12,CS,196.37,Stylish Bathroom Fixtures Pink #405,Bathroom Fixtures,2932.11
2738014,3518.7,8,CS,196.37,Luxurious Bathroom Fixtures White #68,Bathroom Fixtures,1947.7399999999998
2738500,1335.0,4,CS,165.82,Fun Bathroom Fixtures Gold #894,Bathroom Fixtures,671.72
2738501,2803.2,8,CS,165.82,Delicious Bathroom Fixtures White #246,Bathroom Fixtures,1476.6399999999999
2738502,2232.2,6,CS,165.82,Comfortable Bathroom Fixtures Pink #777,Bathroom Fixtures,1237.2799999999997
2738503,4212.4400000000005,11,CS,165.82,Modern Bathroom Fixtures Yellow #959,Bathroom Fixtures,2388.4200000000005
2738504,1829.3000000000002,5,CS,165.82,Versatile Bathroom Fixtures White #912,Bathroom Fixtures,1000.2000000000003
2738505,2706.6000000000004,7,CS,165.82,Long-Lasting Bathroom Fixtures Navy #447,Bathroom Fixtures,1545.8600000000004
2738506,915.8,3,CS,165.82,Sustainable Bathroom Fixtures Olive #639,Bathroom Fixtures,418.34
2738507,389.6,1,CS,165.82,Fun Bathroom Fixtures Pink #879,Bathroom Fixtures,223.78000000000003
2738508,3563.95,10,CS,165.82,Useful Bathroom Fixtures Gray #774,Bathroom Fixtures,1905.75
2738509,1908.4,5,CS,165.82,Long-Lasting Bathroom Fixtures Blue #887,Bathroom Fixtures,1079.3000000000002
2738510,3281.41,9,CS,165.82,Beautiful Bathroom Fixtures Gray #503,Bathroom Fixtures,1789.03
2738511,1864.2,5,CS,165.82,Useful Bathroom Fixtures Gold #738,Bathroom Fixtures,1035.1000000000001
2738512,1534.75,4,CS,165.82,Powerful Bathroom Fixtures Pink #306,Bathroom Fixtures,871.47
2738513,2259.48,6,CS,165.82,Sustainable Bathroom Fixtures Black #395,Bathroom Fixtures,1264.56
2738514,858.9,2,CS,192.0,Sustainable Bathroom Fixtures Gray #942,Bathroom Fixtures,474.9
2738515,4099.25,11,CS,192.0,Useful Bathroom Fixtures Gold #634,Bathroom Fixtures,1987.25
2738516,2547.6,6,CS,192.0,Practical Bathroom Fixtures Silver #951,Bathroom Fixtures,1395.6
2738517,2688.6,7,CS,174.55,Fun Bathroom Fixtures Black #334,Bathroom Fixtures,1466.7499999999998
2738518,4410.5,11,CS,192.0,Fun Bathroom Fixtures Lime #272,Bathroom Fixtures,2298.5
2738519,2735.06,7,CS,174.55,Eco-Friendly Bathroom Fixtures Black #121,Bathroom Fixtures,1513.2099999999998
2738520,1303.9,3,CS,174.55,Practical Bathroom Fixtures Magenta #793,Bathroom Fixtures,780.25
2738600,788.7,3,CS,130.91,Stylish Bathroom Fixtures Orange #839,Bathroom Fixtures,395.97
2738601,582.0,2,CS,130.91,Sustainable Bathroom Fixtures Navy #22,Bathroom Fixtures,320.18
2738602,1199.0,4,CS,130.91,Sophisticated Bathroom Fixtures Navy #6,Bathroom Fixtures,675.36
2738603,1496.6999999999998,5,CS,130.91,Elegant Bathroom Fixtures Navy #154,Bathroom Fixtures,842.1499999999999
2738604,1198.1,4,CS,130.91,Durable Bathroom Fixtures Green #960,Bathroom Fixtures,674.4599999999999
2738605,1475.2,5,CS,130.91,Delicious Bathroom Fixtures Red #969,Bathroom Fixtures,820.6500000000001
2738606,553.8,2,CS,130.91,Stylish Bathroom Fixtures Black #944,Bathroom Fixtures,291.97999999999996
2738607,1421.3,5,CS,130.91,Eco-Friendly Bathroom Fixtures Teal #619,Bathroom Fixtures,766.75
2738608,4221.96,15,CS,130.91,Versatile Bathroom Fixtures Gray #432,Bathroom Fixtures,2258.3100000000004
2738609,3684.7,13,CS,130.91,Luxurious Bathroom Fixtures Gold #571,Bathroom Fixtures,1982.87
2738610,5529.24,19,CS,130.91,Comfortable Bathroom Fixtures Purple #648,Bathroom Fixtures,3041.95
2738611,2635.95,9,CS,130.91,Delicious Bathroom Fixtures Teal #781,Bathroom Fixtures,1457.7599999999998
2738612,3358.61,12,CS,130.91,Comfortable Bathroom Fixtures Maroon #514,Bathroom Fixtures,1787.69
2738613,921.4,3,CS,130.91,Delicious Bathroom Fixtures Orange #935,Bathroom Fixtures,528.67
2738614,1539.1,6,CS,130.91,Practical Bathroom Fixtures Brown #925,Bathroom Fixtures,753.6399999999999
2738615,2646.5,10,CS,130.91,Luxurious Bathroom Fixtures Brown #115,Bathroom Fixtures,1337.4
2738616,4116.44,16,CS,130.91,Beautiful Bathroom Fixtures Maroon #907,Bathroom Fixtures,2021.8799999999997
2738617,4513.22,16,CS,130.91,Sustainable Bathroom Fixtures Silver #854,Bathroom Fixtures,2418.6600000000003
2738618,3270.15,12,CS,130.91,Elegant Bathroom Fixtures Purple #727,Bathroom Fixtures,1699.23
2738619,1626.55,6,CS,152.73,Eco-Friendly Bathroom Fixtures Brown #859,Bathroom Fixtures,710.1700000000001
2738620,1368.35,5,CS,152.73,Stylish Bathroom Fixtures Red #71,Bathroom Fixtures,604.6999999999999
2772700,527.8,2,CS,192.0,Powerful Bathroom Fixtures Lime #379,Bathroom Fixtures,143.79999999999995
2772701,2405.1,8,CS,192.0,Powerful Bathroom Fixtures Gray #25,Bathroom Fixtures,869.0999999999999
2772702,2319.5,6,CS,192.0,Elegant Bathroom Fixtures Maroon #780,Bathroom Fixtures,1167.5
2772703,4740.78,12,CS,192.0,Eco-Friendly Bathroom Fixtures Blue #332,Bathroom Fixtures,2436.7799999999997
2772704,389.9,1,CS,192.0,Stylish Bathroom Fixtures Silver #248,Bathroom Fixtures,197.89999999999998
2772705,2385.7,6,CS,192.0,Delicious Bathroom Fixtures Olive #736,Bathroom Fixtures,1233.6999999999998
2772707,389.9,1,CS,192.0,Eco-Friendly Bathroom Fixtures Green #821,Bathroom Fixtures,197.89999999999998
2772708,3066.6,9,CS,192.0,Useful Bathroom Fixtures Green #242,Bathroom Fixtures,1338.6
2772709,2543.31,8,CS,192.0,Comfortable Bathroom Fixtures Navy #314,Bathroom Fixtures,1007.31
2772710,3557.2999999999997,9,CS,192.0,Practical Bathroom Fixtures Gold #6,Bathroom Fixtures,1829.2999999999997
2772711,1217.8,3,CS,192.0,Modern Bathroom Fixtures Navy #901,Bathroom Fixtures,641.8
2772712,1208.31,3,CS,192.0,Beautiful Bathroom Fixtures Gray #24,Bathroom Fixtures,632.31
2783100,4733.12,16,CS,138.29,Powerful Bathroom Fixtures Magenta #486,Bathroom Fixtures,2520.48
2783101,12602.699999999999,42,CS,138.29,Practical Bathroom Fixtures Olive #78,Bathroom Fixtures,6794.5199999999995
2783102,23746.739999999998,81,CS,138.29,Durable Bathroom Fixtures Yellow #357,Bathroom Fixtures,12545.249999999998
2783103,25833.96,89,CS,138.29,High-Quality Bathroom Fixtures Olive #806,Bathroom Fixtures,13526.15
2783104,17534.59,60,CS,138.29,Long-Lasting Bathroom Fixtures Purple #295,Bathroom Fixtures,9237.19
2783105,16774.89,57,CS,138.29,Fun Bathroom Fixtures Purple #628,Bathroom Fixtures,8892.36
2783106,7253.28,25,CS,138.29,Delicious Bathroom Fixtures White #559,Bathroom Fixtures,3796.0299999999997
2783107,7328.94,25,CS,138.29,Delicious Bathroom Fixtures Blue #866,Bathroom Fixtures,3871.6899999999996
2783108,14193.84,48,CS,138.29,Delicious Bathroom Fixtures Yellow #1,Bathroom Fixtures,7555.92
2783109,17413.59,59,CS,138.29,Eco-Friendly Bathroom Fixtures Silver #963,Bathroom Fixtures,9254.48
2783110,19503.53,67,CS,138.29,Useful Bathroom Fixtures Black #116,Bathroom Fixtures,10238.099999999999
2783111,14272.06,48,CS,138.29,Eco-Friendly Bathroom Fixtures Black #108,Bathroom Fixtures,7634.139999999999
2783112,13024.34,44,CS,138.29,Comfortable Bathroom Fixtures Black #648,Bathroom Fixtures,6939.580000000001
2783113,5056.04,17,CS,138.29,Stylish Bathroom Fixtures White #544,Bathroom Fixtures,2705.11
2783114,4690.82,16,CS,138.29,Modern Bathroom Fixtures Olive #71,Bathroom Fixtures,2478.18
2783115,9370.64,32,CS,138.29,High-Quality Bathroom Fixtures Pink #471,Bathroom Fixtures,4945.36
2783116,9929.869999999999,34,CS,138.29,Practical Bathroom Fixtures Silver #633,Bathroom Fixtures,5228.009999999999
2783117,12925.21,46,CS,138.29,Delicious Bathroom Fixtures Teal #865,Bathroom Fixtures,6563.87
2783118,9614.97,33,CS,138.29,Fun Bathroom Fixtures Gold #782,Bathroom Fixtures,5051.4
2783119,6153.16,21,CS,138.29,Luxurious Bathroom Fixtures Purple #160,Bathroom Fixtures,3249.07
2783120,3920.5299999999997,13,CS,138.29,Beautiful Bathroom Fixtures Pink #119,Bathroom Fixtures,2122.7599999999998
2783121,1898.8899999999999,6,CS,138.29,Fun Bathroom Fixtures Green #361,Bathroom Fixtures,1069.1499999999999
2783122,3828.16,12,CS,138.29,Practical Bathroom Fixtures Gray #53,Bathroom Fixtures,2168.68
2783123,7635.54,24,CS,138.29,Modern Bathroom Fixtures Blue #479,Bathroom Fixtures,4316.58
2783124,10849.58,34,CS,138.29,Practical Bathroom Fixtures Lime #225,Bathroom Fixtures,6147.72
2783125,5124.74,16,CS,138.29,Powerful Bathroom Fixtures White #972,Bathroom Fixtures,2912.1
2783126,2515.61,8,CS,138.29,Powerful Bathroom Fixtures Maroon #383,Bathroom Fixtures,1409.2900000000002
2783127,1575.1999999999998,5,CS,138.29,Sustainable Bathroom Fixtures Magenta #858,Bathroom Fixtures,883.7499999999999
2783500,1835.2,5,CS,174.55,Fun Bathroom Fixtures Blue #709,Bathroom Fixtures,962.45
2783501,3196.9900000000002,8,CS,174.55,Practical Bathroom Fixtures Orange #693,Bathroom Fixtures,1800.5900000000001
2783502,6017.34,15,CS,174.55,High-Quality Bathroom Fixtures Purple #639,Bathroom Fixtures,3399.09
2783503,8691.53,22,CS,174.55,Durable Bathroom Fixtures Green #670,Bathroom Fixtures,4851.43
2783504,3164.2400000000002,8,CS,174.55,Useful Bathroom Fixtures Silver #776,Bathroom Fixtures,1767.8400000000001
2783505,2736.2,7,CS,174.55,Practical Bathroom Fixtures Black #92,Bathroom Fixtures,1514.3499999999997
2783506,2004.89,5,CS,174.55,Long-Lasting Bathroom Fixtures Yellow #889,Bathroom Fixtures,1132.14
2783507,799.1,2,CS,174.55,Delicious Bathroom Fixtures Red #671,Bathroom Fixtures,450.0
2783508,3457.9,9,CS,174.55,Durable Bathroom Fixtures Brown #434,Bathroom Fixtures,1886.95
2783509,4295.7,11,CS,174.55,Luxurious Bathroom Fixtures Orange #208,Bathroom Fixtures,2375.6499999999996
2783510,6033.8,15,CS,174.55,Fun Bathroom Fixtures Blue #499,Bathroom Fixtures,3415.55
2783511,2407.3,6,CS,174.55,Stylish Bathroom Fixtures Brown #465,Bathroom Fixtures,1360.0
2783512,4744.35,12,CS,174.55,Beautiful Bathroom Fixtures Pink #769,Bathroom Fixtures,2649.75
2783513,820.2,2,CS,174.55,Practical Bathroom Fixtures Black #432,Bathroom Fixtures,471.1
2783514,760.0,2,CS,174.55,Modern Bathroom Fixtures Maroon #85,Bathroom Fixtures,410.9
2783515,4349.79,11,CS,174.55,Stylish Bathroom Fixtures Red #466,Bathroom Fixtures,2429.74
2783516,5660.1,14,CS,174.55,Long-Lasting Bathroom Fixtures Black #790,Bathroom Fixtures,3216.4
2783517,8859.710000000001,22,CS,174.55,Comfortable Bathroom Fixtures Purple #342,Bathroom Fixtures,5019.610000000001
2783518,5078.17,13,CS,174.55,Beautiful Bathroom Fixtures Pink #32,Bathroom Fixtures,2809.02
2783519,3937.4,10,CS,174.55,Durable Bathroom Fixtures Pink #246,Bathroom Fixtures,2191.9
2783520,1918.69,5,CS,174.55,Useful Bathroom Fixtures Purple #782,Bathroom Fixtures,1045.94
2783700,907.82,4,CS,100.36,Long-Lasting Bathroom Fixtures White #114,Bathroom Fixtures,506.38000000000005
2783701,2078.03,9,CS,100.36,Fun Bathroom Fixtures Lime #384,Bathroom Fixtures,1174.7900000000002
2783702,2059.2,9,CS,100.36,Comfortable Bathroom Fixtures Black #725,Bathroom Fixtures,1155.9599999999998
2783703,2754.41,12,CS,100.36,Luxurious Bathroom Fixtures Pink #231,Bathroom Fixtures,1550.09
2783704,1613.21,7,CS,100.36,Elegant Bathroom Fixtures Gray #895,Bathroom Fixtures,910.69
2783705,1860.8000000000002,8,CS,100.36,Sustainable Bathroom Fixtures Magenta #734,Bathroom Fixtures,1057.92
2783706,943.2,4,CS,100.36,Useful Bathroom Fixtures Black #279,Bathroom Fixtures,541.76
2783707,1627.82,6,CS,138.29,Beautiful Bathroom Fixtures Lime #915,Bathroom Fixtures,798.0799999999999
2783708,2426.17,9,CS,138.29,Sustainable Bathroom Fixtures Orange #304,Bathroom Fixtures,1181.5600000000002
2783709,7006.36,25,CS,138.29,Eco-Friendly Bathroom Fixtures Magenta #217,Bathroom Fixtures,3549.1099999999997
2783710,8395.65,31,CS,138.29,Beautiful Bathroom Fixtures Pink #117,Bathroom Fixtures,4108.66
2783711,5719.07,21,CS,138.29,Luxurious Bathroom Fixtures Olive #789,Bathroom Fixtures,2814.98
2783712,3496.5,13,CS,138.29,Sustainable Bathroom Fixtures Yellow #312,Bathroom Fixtures,1698.73
2783713,1850.31,6,CS,138.29,Useful Bathroom Fixtures Black #230,Bathroom Fixtures,1020.5699999999999
2783714,1186.4,5,CS,100.36,Versatile Bathroom Fixtures Red #7,Bathroom Fixtures,684.6000000000001
2783715,2068.8,9,CS,100.36,Beautiful Bathroom Fixtures Red #957,Bathroom Fixtures,1165.5600000000002
2783716,1856.8400000000001,8,CS,100.36,Luxurious Bathroom Fixtures Blue #533,Bathroom Fixtures,1053.96
2783717,1617.91,7,CS,100.36,Comfortable Bathroom Fixtures Orange #807,Bathroom Fixtures,915.3900000000001
2783718,1279.3,6,CS,100.36,Durable Bathroom Fixtures Purple #580,Bathroom Fixtures,677.14
2783719,3034.0,13,CS,100.36,Modern Bathroom Fixtures Pink #950,Bathroom Fixtures,1729.32
2783720,2543.1,11,CS,100.36,Luxurious Bathroom Fixtures Magenta #227,Bathroom Fixtures,1439.1399999999999
2783721,895.8299999999999,3,CS,146.67,Innovative Bathroom Fixtures Gray #436,Bathroom Fixtures,455.81999999999994
2783722,1494.1599999999999,5,CS,146.67,Sophisticated Bathroom Fixtures White #229,Bathroom Fixtures,760.81
2783723,2777.0899999999997,9,CS,146.67,Useful Bathroom Fixtures Silver #323,Bathroom Fixtures,1457.0599999999997
2783724,1816.86,6,CS,146.67,Fun Bathroom Fixtures Teal #291,Bathroom Fixtures,936.8399999999999
2783725,1246.6,4,CS,146.67,Eco-Friendly Bathroom Fixtures Orange #1,Bathroom Fixtures,659.92
2783727,596.8599999999999,2,CS,146.67,Stylish Bathroom Fixtures Olive #996,Bathroom Fixtures,303.5199999999999
2784000,3352.5,7,CS,213.82,Versatile Bathroom Fixtures Maroon #570,Bathroom Fixtures,1855.76
2784001,2867.45,6,CS,213.82,Durable Bathroom Fixtures Black #551,Bathroom Fixtures,1584.5299999999997
2784002,2873.5,6,CS,213.82,Powerful Bathroom Fixtures Brown #434,Bathroom Fixtures,1590.58
2784003,5232.5,11,CS,213.82,Innovative Bathroom Fixtures Teal #509,Bathroom Fixtures,2880.48
2784004,489.5,1,CS,213.82,Versatile Bathroom Fixtures Teal #397,Bathroom Fixtures,275.68
2784005,3202.48,7,CS,213.82,Beautiful Bathroom Fixtures Navy #393,Bathroom Fixtures,1705.74
